word,label,label_Liu,label_SentiWords,label_AFINN,label_WordStat,label_sentiwordnet
narrowing,,,0.047835,,,0.03125
narrowly,,,0.12208,,-1.0,0.125
narrowness,,,0.16679000000000002,,-1.0,0.16666666666666666
nasalise,,,0.1067,,,
nasality,,,-0.28345,,,-0.375
nasalize,,,0.1067,,,0.0625
nasally,,,0.15793,,,0.25
nash,,,0.12208,,,
nastily,-2.0,-1.0,-0.28345,,,-0.375
nastiness,-2.0,-1.0,-0.4801,,,-0.625
nasty,-2.0,-1.0,-0.5022,-3.0,-1.0,-0.875
nation,1.0,,,,,
nationalism,-2.0,,0.08519,,,0.08333333333333333
nationalistic,,,0.19229000000000002,,,
native,,,0.109625,,,0.017857142857142856
natter,-1.0,,0.15793,,,
nattily,,,0.15793,,,0.25
nattiness,,,-0.08901,,,
natty,,,0.08478,,,
natural,1.0,,0.1569,1.0,1.0,-0.0625
naturalisation,,,0.26197,,,
naturalise,,,0.0098,,,
naturalism,,,-0.1294,,,-0.375
naturalist,,,0.1067,,1.0,0.0625
naturalistic,1.0,,-0.1874,,,
naturalists,,,,,1.0,
naturalization,,,0.26197,,,0.15625
naturalize,,,0.15945,,1.0,0.125
naturalized,,,,,1.0,
naturalizes,,,,,1.0,
naturalizing,,,,,1.0,
naturally,1.0,,0.03537,,,
naturalness,,,-0.20113,,1.0,
naturals,,,,,1.0,
nature,,,0.45878,,,0.1
natured,1.0,,,,,
naturism,,,-0.38925,,,
naturist,,,0.12208,,,
naturistic,,,-0.02386,,,0.125
naught,,,0.06856,,-1.0,0.375
naughtily,,,-0.34088,,,-0.5
naughtiness,,,,,-1.0,
naughts,,,,,-1.0,
naughty,-2.0,-1.0,0.3178,,-1.0,-0.75
nausea,-1.0,,-0.79403,,-1.0,
nauseant,,,-0.07997,,,
nauseas,,,,,-1.0,
nauseate,-1.0,-1.0,-0.11349000000000001,,-1.0,
nauseated,,,-0.34088,,-1.0,
nauseates,,-1.0,,,-1.0,
nauseating,-2.0,-1.0,-0.61255,,-1.0,
nauseatingly,-2.0,-1.0,,,-1.0,
nauseatingness,,,-0.08901,,,
nauseous,,,-0.81888,,-1.0,
nautilus,,,0.0582,,,
navane,,,-0.19821,,,
navigable,1.0,1.0,0.12208,,1.0,0.125
navy,,,0.04215,,,
nay,,,-0.099105,,,-0.125
naysayer,,,-0.19821,,,-0.25
naysaying,,,-0.19821,,,-0.25
nazi,-1.0,,,,,
naïve,,-1.0,,-2.0,-1.0,
neandertal,,,-0.05017,,,
neanderthal,,,-0.082925,,,
neap,,,0.15793,,,
near,,,0.05659,,,0.15625
nearby,,,-0.194625,,,-0.3125
nearly,,,0.1067,,,0.125
nearsighted,,,-0.0815,,-1.0,
nearsightedness,,,-0.0611,,,
neat,1.0,1.0,0.53854,,,0.5625
neatest,,1.0,,,,
neatly,1.0,1.0,-0.07997,,,-0.125
neatness,,,0.23213000000000003,,,
nebbech,,,-0.39474000000000004,,,
nebbish,,,-0.39474000000000004,,,-0.625
nebo,,,0.12208,,,0.125
nebrida,1.0,,,,,
nebula,,,0.53563,,,-0.03125
nebular,,,-0.02298,,,-0.125
nebulose,,,-0.0611,,,
nebulous,-2.0,-1.0,-0.03011,,-1.0,-0.0625
nebulously,-2.0,-1.0,,,-1.0,
nec,,,0.15793,,,
necessarily,1.0,-1.0,0.16908,,,0.125
necessarily,1.0,1.0,0.16908,,,0.125
necessary,1.0,,0.062299999999999994,,,0.375
necessitarian,,,-0.38925,,,-0.625
necessitate,,,-0.057679999999999995,,,
necessitous,,,-0.37690999999999997,,-1.0,
necessity,,,0.03758,,,
neck,,,0.036664999999999996,,,0.1
necking,,,-0.04832,,,
neckless,,,-0.01819,,,
necklike,,,-0.07997,,,-0.125
necrobiosis,,,-0.07997,,,-0.125
necrolysis,,,-0.07997,,,-0.125
necromancer,,,-0.25049,,,0.375
necromancy,,,-0.1294,,,
necromania,,,0.12208,,,
necrophilia,,,0.12208,,,
necrophilism,,,0.12208,,,0.125
necrose,,,,,-1.0,
necrosis,,,,,-1.0,
nectar,,,0.40262,,,0.041666666666666664
nectariferous,,,0.15793,,,0.25
nectarine,,,-0.06819,,,-0.25
nectarous,,,0.3585,,,0.5
need,-1.0,,0.1304,,,-0.08333333333333333
needed,1.0,,0.12208,,,
needful,,,0.12208,,,
needier,,,,,-1.0,
neediest,,,,,-1.0,
neediness,,,-0.18141,,,-0.125
needle,,,-0.11441,,-1.0,-0.025
needled,,,-0.19821,,-1.0,-0.25
needles,,,,,-1.0,
needless,-1.0,-1.0,-0.16995,,-1.0,
needlessly,-1.0,-1.0,-0.34088,,-1.0,-0.5
needs,,,0.15793,,,
needy,-1.0,-1.0,-0.286085,-2.0,-1.0,-0.1875
nefarious,-2.0,-1.0,-0.27541,,-1.0,
nefariously,-2.0,-1.0,,,-1.0,
nefariousness,,,-0.39474000000000004,,,
negate,-1.0,-1.0,0.15356,,-1.0,-0.041666666666666664
negated,,,,,-1.0,
negates,,,,,-1.0,
negation,-1.0,-1.0,-0.07547999999999999,,-1.0,-0.08333333333333333
negations,,,,,-1.0,
negative,-1.0,1.0,-0.6119033333333334,-2.0,-1.0,-0.525
negative,-1.0,-1.0,-0.6119033333333334,-2.0,-1.0,-0.525
negatived,,,,,-1.0,
negatively,,,-0.45351,,-1.0,-0.5625
negativeness,,,-0.4298,,-1.0,
negatives,-1.0,-1.0,,,-1.0,
negativism,,,-0.42036,,,
negativity,-2.0,-1.0,-0.5347,-2.0,,-0.4375
neggram,,,-0.07997,,,-0.125
neglect,-2.0,-1.0,-0.711105,-2.0,-1.0,-0.041666666666666664
neglected,-2.0,-1.0,-0.23696,-2.0,-1.0,
neglectful,,,-0.35536999999999996,,,-0.625
neglectfully,,,0.15793,,,0.25
neglectfulness,,,-0.19821,,,
neglecting,,,,-2.0,-1.0,
neglects,-1.0,,,-2.0,,
neglige,,,-0.07997,,,
negligee,,,0.32945,,,
negligence,-2.0,-1.0,-0.59804,,-1.0,-0.25
negligent,-2.0,-1.0,-0.74207,,-1.0,-0.25
negligently,,,0.15793,,-1.0,0.25
negligible,-1.0,,-0.24044000000000001,,-1.0,-0.125
negociate,,,0.0893,,,
negotiable,,,0.25784,,,0.5
negotiate,,,0.18757000000000001,,1.0,0.125
negotiates,,,,,1.0,
negus,,,-0.07997,,,-0.125
neighborhood,1.0,,0.27709,,,-0.125
neighborliness,,,0.21734,,,
neighborly,,,0.28394,,,
neighbourliness,,,0.21734,,,0.5
neighbourly,,,0.28394,,,0.625
neither,,,-0.19821,,,-0.25
nematocera,,,-0.07997,,,
nematoda,,,0.15793,,,
nemertea,,,0.17826,,,
nemertina,,,0.17826,,,
nemesis,-2.0,-1.0,-0.59427,,-1.0,
neoliberal,,,0.15017,,,0.25
neonate,,,-0.07997,,,
neophobia,,,-0.08901,,,
neophyte,,,0.12946,,,0.125
neoprene,,,-0.38925,,,-0.625
neotenic,,,0.08478,,,
neotenous,,,0.08478,,,0.25
nephralgia,,,-0.34088,,,-0.5
nephritic,,,-0.22494,,,-0.625
nephritis,,,-0.42036,,,-0.75
nephroblastoma,,,-0.0611,,,
nephrolithiasis,,,0.15793,,,
nephropathy,,,0.15199000000000001,,,
nephroptosia,,,-0.07997,,,
nephroptosis,,,-0.07997,,,-0.125
nephrosis,,,-0.07647999999999999,,,
nephrotoxic,,,-0.34088,,,-0.5
nephrotoxin,,,-0.0611,,,-0.125
nepotism,,-1.0,0.17826,,-1.0,0.375
nepotist,,,0.17826,,,0.375
nerd,,,0.05535,,,
nerds,1.0,,,,,
neritina,,,-0.0611,,,-0.125
neruda,,,0.12208,,,
nerve,,,-0.146675,,,
nerveless,,,0.13883,,,0.0625
nervelessness,,,-0.0611,,,-0.125
nerves,,,0.00298,-1.0,,0.25
nervily,,,0.15793,,,0.25
nervous,-2.0,-1.0,-0.32045,-2.0,,-0.0625
nervously,-2.0,-1.0,0.1552,-2.0,,0.125
nervousness,-2.0,-1.0,-0.48576,,,
nervy,,,-0.25461,,,-0.25
nescience,,,0.12208,,,
nescient,,,-0.10450999999999999,,,
nesokia,,,0.12208,,,0.125
nest,,,0.19029000000000001,,,-0.015625
nestle,,,0.09858,,,-0.375
nether,,,-0.09201000000000001,,-1.0,-0.125
nethermost,,,0.08478,,,0.25
netlike,,,0.12208,,,
netted,,,0.12208,,,
nettle,-1.0,-1.0,-0.15446500000000002,,-1.0,
nettled,,,-0.38925,,-1.0,
nettles,,,,,-1.0,
nettlesome,-2.0,-1.0,-0.3588,,-1.0,
neuralgia,,,-0.42036,,,
neuralgic,,,-0.34088,,,-0.5
neuralgy,,,-0.42036,,,-0.75
neurasthenia,,,-0.42036,,,-0.75
neurasthenic,-1.0,,-0.312165,,,-0.4375
neuritis,,,-0.34088,,,-0.5
neurobiological,,,0.078965,,,0.125
neurofibromatosis,,,-0.38925,,,
neurogenic,,,-0.02386,,,0.125
neuroleptic,,,0.15793,,,
neurolysin,,,0.21734,,,
neuropathy,,,-0.25931,,,-0.375
neuropsychological,,,0.12208,,,0.125
neuropsychology,,,0.17826,,,
neurosis,,,-0.51572,,,
neurotic,-2.0,-1.0,-0.34373999999999993,,,-0.5
neurotically,-2.0,-1.0,0.12208,,,0.125
neuroticism,,,-0.25931,,,
neurotoxic,,,-0.07997,,,-0.125
neurotoxin,,,0.21734,,,0.5
neurotropic,,,-0.0611,,,-0.125
neurotropism,,,0.12208,,,0.125
neuter,,,-0.0617,,,
neutering,,,-0.07997,,,-0.125
neutral,,,0.12171000000000001,,1.0,-0.171875
neutralise,,,-0.13423,,-1.0,
neutralised,,,0.21734,,,
neutrality,,,-0.00488,,1.0,
neutralization,,,,,1.0,
neutralizations,,,,,1.0,
neutralize,1.0,,-0.00036,,-1.0,
neutralized,,,0.21734,,-1.0,0.5
neutralizing,,,,,1.0,
neutrals,,,,,1.0,
neutrophil,,,0.12208,,,
neutrophile,,,0.12208,,,0.125
never,-1.0,,-0.39216,,,-0.375
nevertheless,,,-0.25931,,,
new,1.0,,0.31340500000000004,,,0.0625
newborn,,,0.666355,,,0.0625
newfangled,,,0.08478,,,0.25
newfound,,,0.26300999999999997,,,0.5
newfoundland,,,0.10554000000000001,,,
newlywed,,,0.52491,,,0.25
news,,,0.02877,,,0.0625
newsless,,,-0.36172,,,-0.5
newsworthiness,,,0.15199000000000001,,,0.375
newsworthy,,,0.15793,,,0.25
newsy,,,-0.08847000000000001,,,-0.125
next,,,0.002595,,,
ngo,,,-0.34088,,,
ngu,,,-0.19821,,,
nibble,,,0.17704,,,-0.125
nicad,,,-0.34088,,,
nice,2.0,1.0,0.24018499999999998,3.0,,0.625
nicely,2.0,1.0,0.15793,,,0.25
niceness,,,0.46096000000000004,,,0.625
nicer,,1.0,,,,
nicest,2.0,1.0,,,,
nicety,,,-0.00268,,,
niche,,,0.22726,,1.0,0.125
niched,,,,,1.0,
niches,1.0,,,,1.0,
nickel,,,0.09047000000000001,,,
nicknack,,,0.12208,,,
niddm,,,-0.08901,,,
niff,,,-0.42036,,,
niffy,,,-0.42036,,,-0.75
niftiest,1.0,,,,,
nifty,2.0,1.0,0.32932,2.0,1.0,
niggard,,,-0.07997,,,
niggardliness,,,-0.01819,,,
niggardly,,,0.08478,,,
niggardness,,,-0.01819,,,
niggas,,,,-5.0,,
nigger,,,,-5.0,,
niggle,-1.0,-1.0,-0.19774,,-1.0,-0.25
niggled,,,,,-1.0,
niggler,,,-0.19821,,,-0.25
niggles,,-1.0,,,-1.0,
niggling,,,-0.0611,,,
nigh,,,-0.030305000000000002,,,-0.08333333333333333
night,,,0.41084,,,-0.0625
nighted,,,-0.07997,,,-0.125
nightlife,,,0.27552,,,-0.1875
nightmare,-2.0,-1.0,-0.83015,,-1.0,-0.1875
nightmares,-1.0,,,,-1.0,
nightmarish,-2.0,-1.0,-0.26536,,,-0.375
nightmarishly,-2.0,-1.0,,,-1.0,
nihil,,,-0.07997,,,-0.125
nihilism,,,0.15728,,,0.1875
nihilist,,,0.10554000000000001,,,0.125
nihility,,,,,-1.0,
nijinsky,1.0,,,,,
nil,,,-0.08901,,,
nimble,2.0,1.0,0.29215,,1.0,0.375
nimbleness,,,,,1.0,
nimbler,,,,,1.0,
nimblest,,,,,1.0,
nimbly,,,0.21734,,,0.5
nimby,,,-0.34088,,,-0.5
nimiety,,,0.12208,,,
nimravus,,,-0.38925,,,-0.625
nincompoop,-1.0,,0.00057,,,
ninepence,,,0.12208,,,0.125
ningal,,,0.15793,,,0.25
ninhursag,,,0.12208,,,
ninkharsag,,,0.12208,,,
ninkhursag,,,0.12208,,,0.125
ninny,,,-0.16626,,,
ninon,,,0.12208,,,0.125
nip,,,0.017305,,,-0.041666666666666664
nipping,,,0.13863,,,
nippy,,,-0.05505,,,-0.5
nirvana,,,-0.35536999999999996,,1.0,-0.625
nisi,,,-0.38925,,,-0.625
nitid,,,0.17826,,,0.375
nitpick,,-1.0,-0.0611,,-1.0,-0.125
nitpicking,,-1.0,,,,
nitrify,,,0.00519,,,-0.0625
nitrobacteriaceae,,,0.12208,,,0.125
nitrocellulose,,,-0.19821,,,
nitrocotton,,,-0.19821,,,-0.25
nitrogenase,,,0.15793,,,0.25
nitwit,,,-0.35338,,,-0.25
nitwitted,,,0.0403,,,
nix,-2.0,,-0.15453499999999998,,-1.0,
nixed,,,,,-1.0,
nixes,,,,,-1.0,
nixing,,,,,-1.0,
no,-1.0,,-0.15226666666666666,-1.0,,-0.34375
nobble,,,-0.07997,,-1.0,-0.125
nobbled,,,,,-1.0,
nobility,,,0.2057,,1.0,0.125
noble,2.0,1.0,0.270565,2.0,,0.08333333333333333
nobleness,,,-0.031180000000000003,,,0.125
noblesse,,,0.10554000000000001,,,0.0625
noblest,1.0,,,,,
nobly,2.0,1.0,0.17826,,,0.375
noc,,,-0.07997,,,-0.125
nocent,,,-0.34088,,,-0.5
nociceptive,,,-0.34088,,,-0.5
noctilucent,,,0.17826,,,0.375
noctuid,,,-0.07997,,,
nocturnal,,,0.11869,,,0.0625
nod,,,-0.0007650000000000001,,,-0.017857142857142856
nodular,,,0.113,,,0.25
noetic,,,0.21734,,,
noise,,-1.0,-0.21980999999999998,,-1.0,-0.0625
noised,,,,,-1.0,
noiseless,,1.0,-0.01819,,1.0,
noiselessly,,,-0.28345,,,
noiselessness,,,,,-1.0,
noisemaker,,,,,-1.0,
noisemakers,,,,,-1.0,
noises,,-1.0,,,-1.0,
noisier,,-1.0,,,-1.0,
noisily,,,-0.07997,,-1.0,-0.125
noisiness,,,-0.02386,,,
noisome,,,-0.42905,,-1.0,
noisomeness,,,-0.1665,,,
noisy,-1.0,-1.0,-0.44727,-1.0,-1.0,
nomad,,,-0.12893,,,-0.25
nominal,1.0,,0.00591,,,
nominate,,,0.25238,,1.0,
nominated,,,,,1.0,
nominates,,,,,1.0,
non,,,-0.38925,,,
nonabsorbent,,,-0.34088,,,
nonabsorptive,,,-0.34088,,,-0.5
nonachiever,,,-0.38925,,,
nonaddictive,,,-0.1665,,,-0.25
nonadhesive,,,-0.42036,,,-0.75
nonadsorbent,,,-0.19821,,,
nonadsorptive,,,-0.19821,,,-0.25
nonage,,,-0.19821,,,-0.25
nonaged,,,-0.42036,,,
nonagenarian,,,0.168095,,,0.3125
nonaggression,,,-0.19821,,1.0,-0.25
nonaggressive,,,-0.38925,,,
nonaligned,,,-0.34088,,,-0.5
nonalignment,,,-0.07997,,,
nonalinement,,,-0.07997,,,-0.125
nonallele,,,-0.38925,,,-0.625
nonappointive,,,-0.07997,,,-0.125
nonarbitrable,,,-0.38925,,,-0.625
nonarbitrary,,,-0.38925,,,
nonarboreal,,,-0.38925,,,-0.625
nonassertive,,,-0.05621,,,-0.125
nonassociative,,,-0.07997,,,-0.125
nonastringent,,,-0.28345,,,-0.375
nonbeing,,,-0.07997,,,-0.125
nonbelligerent,,,-0.01819,,,
noncandidate,,,-0.34088,,,-0.5
noncarbonated,,,-0.34088,,,
noncausal,,,-0.19821,,,
noncausative,,,-0.19821,,,-0.25
nonce,,,-0.07997,,,
noncellular,,,-0.34088,,,-0.5
nonchalance,,,-0.42036,,,
nonchalant,,,-0.08926,,-1.0,-0.5
nonchalantly,,,0.1067,,,0.0625
nonchallenging,-1.0,,,,,
nonchristian,,,-0.38925,,,-0.625
nonchurchgoing,,,-0.38925,,,-0.625
noncivilised,,,-0.38925,,,
noncivilized,,,-0.38925,,,-0.625
nonclassical,,,-0.07997,,,-0.125
noncollapsable,,,-0.34088,,,
noncollapsible,,,-0.34088,,,-0.5
noncolumned,,,-0.34088,,,
noncombining,,,-0.38925,,,-0.625
noncombustible,,,0.21734,,,0.5
noncommercial,,,-0.42036,,,-0.75
noncommunicable,,,-0.39474000000000004,,,
noncompetitive,,,-0.42036,,,-0.75
noncompetitively,,,0.15793,,,0.25
noncompliance,,,0.12208,,,0.125
noncompliant,,,-0.039985,,,-0.0625
noncomprehensive,,,-0.07997,,,-0.125
nonconcentric,,,-0.34088,,,-0.5
nonconducting,,,-0.38925,,,
nonconductive,,,-0.38925,,,-0.625
nonconforming,,,-0.42036,,,
nonconformist,1.0,,-0.272545,,,-0.6875
nonconformity,,,-0.24435,,,-0.28125
nonconscious,,,-0.16702,,,-0.25
noncontagious,,,-0.39474000000000004,,,
noncontentious,,,-0.42036,,,-0.75
noncontinuous,,,-0.25931,,,-0.375
noncontroversial,,,-0.33433,,,
nonconvergent,,,-0.34088,,,
noncritical,,,-0.34381,,,-0.5
noncrucial,,,-0.29317,,,-0.125
noncrystalline,,,-0.19821,,,-0.25
noncurrent,,,-0.42036,,,-0.75
noncyclic,,,-0.23676,,,-0.5
noncyclical,,,-0.0611,,,-0.125
nondeductible,,,-0.38925,,,-0.625
nondenominational,,,-0.38925,,,-0.625
nondescript,,,0.10343,,,0.1875
nondevelopment,,,-0.19821,,,-0.25
nondigestible,,,-0.34088,,,-0.5
nondisposable,,,-0.22463000000000002,,,-0.1875
nondriver,,,-0.07997,,,-0.125
none,,,-0.24337666666666666,,,-0.28125
nonechoic,,,-0.38925,,,-0.625
noneffervescent,,,-0.19821,,,-0.25
nonelected,,,-0.34088,,,
nonelective,,,-0.34088,,,-0.5
nonenterprising,,,-0.26536,,,
nonentity,,,-0.0296,,,
nonenzymatic,,,-0.42036,,,-0.75
nonequivalence,,,-0.19821,,,-0.25
nonequivalent,,,-0.33433,,,-0.5
nonessential,,,-0.241875,,,-0.3125
nonesuch,,,0.36466,,1.0,
nonetheless,,,-0.25931,,,
nonexempt,,,-0.12619,,,-0.625
nonexistence,,,-0.07997,,,-0.125
nonexistent,-1.0,-1.0,-0.24391999999999997,,-1.0,-0.75
nonexplorative,,,-0.07997,,,
nonexploratory,,,-0.07997,,,
nonexplosive,,,-0.28345,,,-0.375
nonextant,,,-0.42905,,,-0.625
nonextensile,,,-0.0611,,,
nonfat,,,0.22889,,,-0.5
nonfatal,,,-0.28345,,,-0.375
nonfictional,,,-0.07997,,,-0.125
nonfinancial,,,-0.34088,,,-0.5
nonfissile,,,-0.01819,,,
nonfissionable,,,-0.34088,,,-0.5
nonflammable,,,-0.34088,,,-0.5
nonflavored,,,-0.07997,,,
nonflavoured,,,-0.07997,,,
nonflowering,,,0.12208,,,0.125
nonfunctional,,,-0.42036,,-1.0,-0.75
nonglutinous,,,-0.38925,,,
nongranular,,,-0.38925,,,-0.625
nongregarious,,,-0.38925,,,
nonharmonic,,,-0.19821,,,-0.25
nonhereditary,,,0.067,,,
nonheritable,,,-0.19821,,,
nonhuman,,,-0.38925,,,-0.625
nonimitative,,,-0.42036,,,-0.75
nonimmune,,,-0.17327,,,
nonindulgence,,,-0.02386,,,0.125
nonindulgent,,,0.067,,,
nonindustrial,,,-0.25931,,,-0.375
noninfectious,,,-0.28345,,,-0.375
noninflammatory,,,-0.25931,,,-0.375
noninheritable,,,-0.19821,,,-0.25
noninstitutional,,,-0.07997,,,-0.125
noninstitutionalised,,,-0.38925,,,
noninstitutionalized,,,-0.38925,,,-0.625
nonintegrated,,,-0.34088,,,
nonintellectual,,,0.08478,,,0.25
noninterchangeable,,,-0.07997,,,-0.125
noninterference,,,-0.07997,,,
nonintersecting,,,-0.34088,,,-0.5
nonintervention,,,-0.07997,,,-0.125
noninvasive,,,-0.38925,,,-0.625
nonionic,,,0.043539999999999995,,,
nonionised,,,0.08478,,,
nonionized,,,0.08478,,,
nonjudgmental,1.0,,-0.07997,,,-0.125
nonjudgmentally,1.0,,,,,
nonkosher,,,-0.42036,,,
nonleaded,,,0.15793,,,0.25
nonlegal,,,-0.42036,,,-0.75
nonlethal,,,-0.25931,,,-0.375
nonlexical,,,-0.34088,,,-0.5
nonlexically,,,-0.19821,,,-0.25
nonlinear,,,-0.34088,,,-0.5
nonlinguistic,,,-0.42036,,,-0.75
nonliterary,,,-0.05621,,,
nonliterate,,,0.12208,,,
nonliving,,,-0.42036,,,-0.75
nonmagnetic,,,-0.38925,,,-0.625
nonmandatory,,,-0.33433,,,
nonmaterial,,,-0.34088,,,-0.5
nonmeaningful,,,-0.17327,,,-0.25
nonmechanical,,,-0.19821,,,-0.25
nonmechanistic,,,-0.28345,,,-0.375
nonmedicinal,,,-0.34088,,,
nonmetal,,,-0.30928500000000003,,,-0.25
nonmetallic,,,-0.42036,,,-0.75
nonmetamorphic,,,-0.07997,,,-0.125
nonmigratory,,,-0.07997,,,
nonmilitary,,,-0.42036,,,
nonmodern,,,-0.07997,,,-0.125
nonmonotonic,,,-0.28345,,,-0.375
nonmotile,,,-0.38925,,,-0.625
nonmoving,,,-0.38925,,,
nonmusical,,,-0.3814,,,
nonnative,,,-0.1597,,,-0.20833333333333334
nonnatural,,,-0.39584,,,
nonnegative,,,0.15793,,,0.25
nonnomadic,,,-0.42036,,,-0.75
nonnormative,,,-0.42036,,,-0.75
nono,,,,,-1.0,
nonobjective,,,,,-1.0,
nonobligatory,,,-0.33433,,,-0.5
nonobservance,,,-0.19821,,,-0.25
nonoccurrence,,,-0.13964000000000001,,,
nonoperational,,,-0.34088,,,-0.5
nonoscillatory,,,-0.34088,,,-0.5
nonparametric,,,-0.38925,,,-0.625
nonparasitic,,,-0.0611,,,
nonpareil,,,0.263495,,1.0,-0.0625
nonpareils,,,,,1.0,
nonparticulate,,,-0.33433,,,-0.5
nonpartisan,,,0.078965,,,
nonpartizan,,,0.078965,,,0.125
nonpasserine,,,-0.07997,,,-0.125
nonpayment,,,-0.15646,,-1.0,-0.375
nonperformance,,,,,-1.0,
nonpersonal,,,-0.0611,,,-0.125
nonphotosynthetic,,,-0.07997,,,-0.125
nonphysical,,,-0.34088,,,-0.5
nonplus,,,-0.0611,,,
nonplused,,,-0.34088,,,
nonplussed,,,-0.34088,,,
nonpoisonous,,,-0.0463,,,-0.125
nonpolar,,,-0.07997,,,-0.125
nonpolitical,,,-0.01819,,,
nonporous,,,-0.38925,,,-0.625
nonpregnant,,,-0.07997,,,-0.125
nonprehensile,,,-0.07997,,,-0.125
nonprescription,,,-0.25931,,,
nonproductive,,,-0.02386,,,0.125
nonprofessional,-1.0,,-0.38925,,,-0.625
nonprogressive,,,0.12208,,,
nonproprietary,,,-0.42036,,,-0.75
nonprotractile,,,-0.0611,,,-0.125
nonpsychoactive,,,-0.42036,,,-0.75
nonpublic,,,-0.42036,,,-0.75
nonpurulent,,,0.17826,,,0.375
nonracist,,,0.15793,,,0.25
nonradioactive,,,-0.19821,,,-0.25
nonrandom,,,-0.19821,,,-0.25
nonrational,,,0.0008300000000000001,,,-0.25
nonreader,,,-0.10450999999999999,,,-0.25
nonreciprocal,,,-0.07997,,,-0.125
nonreciprocating,,,-0.19821,,,-0.25
nonrecreational,,,0.12208,,,
nonreflecting,,,-0.38925,,,
nonreflective,,,-0.38925,,,-0.625
nonremittal,,,-0.06819,,-1.0,-0.125
nonrenewable,,,-0.01819,,,
nonrepetitive,,,-0.07997,,,-0.125
nonrepresentative,,,-0.38925,,,
nonresident,,,-0.21018,,,-0.375
nonresidential,,,-0.07997,,,-0.125
nonresilient,,,-0.19821,,,-0.25
nonresinous,,,-0.34088,,,
nonresiny,,,-0.34088,,,-0.5
nonresistant,,,-0.37784,,,-0.75
nonresonant,,,-0.17327,,,
nonresponsive,,-1.0,,,,
nonrestrictive,,,-0.42036,,,-0.75
nonreticulate,,,-0.38925,,,-0.625
nonretractable,,,-0.42036,,,
nonretractile,,,-0.42036,,,-0.75
nonreturnable,,,0.0403,,,0.125
nonreversible,,,-0.38925,,,
nonrhythmic,,,-0.38925,,,-0.625
nonrigid,,,0.12208,,,0.125
nonruminant,,,-0.19821,,,-0.25
nonsectarian,,,-0.38925,,,
nonsense,-2.0,-1.0,-0.109325,-2.0,-1.0,
nonsensical,-1.0,,0.28857,,-1.0,0.375
nonsensitive,,,-0.38925,,,
nonsexual,,,-0.38925,,,-0.625
nonsignificant,,,0.21734,,,0.5
nonslip,,,,,1.0,
nonslippery,,,-0.34088,,,-0.5
nonsocial,,,-0.38925,,,
nonspatial,,,-0.19821,,,-0.25
nonspeaking,,,-0.34088,,,
nonspecific,,,-0.0611,,,-0.125
nonspecifically,,,0.0403,,,0.125
nonspherical,,,-0.07997,,,-0.125
nonstandard,,,-0.4228,,,-0.7083333333333334
nonstarter,,,-0.16702,,,
nonsteroid,,,-0.28345,,,
nonsteroidal,,,-0.33635,,,-0.5
nonstructural,,,-0.28345,,,-0.375
nonsubjective,,,0.0403,,,
nonsubmergible,,,-0.38925,,,
nonsubmersible,,,-0.38925,,,-0.625
nonsuch,,,0.36466,,1.0,
nonsuppurative,,,-0.19821,,,-0.25
nonsurgical,,,-0.07997,,,-0.125
nonsweet,,,-0.28345,,,
nonsyllabic,,,-0.16702,,,
nonsymbiotic,,,-0.0611,,,-0.125
nonsynchronous,,,-0.19821,,,
nontaxable,,,-0.28345,,,-0.375
nontechnical,,,-0.39474000000000004,,,
nonterritorial,,,-0.07997,,,-0.125
nonthermal,,,-0.19821,,,-0.25
nontoxic,,,-0.33684000000000003,,,-0.3125
nontraditional,,,-0.39584,,,
nontransferable,,,-0.25931,,,
nontranslational,,,-0.34088,,,-0.5
nontransmissible,,,-0.24197,,,-0.1875
nontricyclic,,,0.15793,,,
nonturbulent,,,-0.19821,,,-0.25
nonuniform,,,-0.34088,,,-0.5
nonuniformity,,,0.067,,,0.25
nonunion,,,-0.38925,,,-0.625
nonunionised,,,-0.42036,,,
nonunionized,,,-0.42036,,,
nonvenomous,,,-0.0611,,,-0.125
nonverbal,,,-0.00488,,,
nonviable,,,-0.38925,,,-0.625
nonviolence,,,,,1.0,
nonviolent,,,0.48528000000000004,,,-0.375
nonviscid,,,-0.38925,,,-0.625
nonvisual,,,-0.1665,,,-0.25
nonvolatile,,,0.12208,,,
nonvolatilisable,,,0.12208,,,
nonvolatilizable,,,0.12208,,,0.125
nonvoluntary,,,-0.42036,,,
nonwashable,,,-0.08901,,,
nonwoody,,,-0.38925,,,-0.625
noob,,,,-2.0,,
nook,,,0.31089,,,-0.0625
noose,,,-0.330615,,,0.0625
nordic,,,0.002595,,,-0.041666666666666664
noreaster,,,-0.07997,,,
norethandrolone,,,-0.07997,,,
norethindrone,,,-0.07997,,,
norflex,,,-0.19821,,,
norlutin,,,-0.07997,,,-0.125
normal,1.0,,0.14964,,,-0.03125
normalcy,,,-0.042230000000000004,,1.0,
normalisation,,,0.21734,,,
normalise,,,,,1.0,
normalities,,,,,1.0,
normality,,,-0.016919999999999998,,1.0,-0.03125
normalization,,,0.21734,,,
normalize,,,,,1.0,
normalized,,,,,1.0,
normalizes,,,,,1.0,
normalizing,,,,,1.0,
normative,,,0.17964000000000002,,,
normotensive,,,-0.07997,,,-0.125
normothermia,,,-0.07997,,,-0.125
northeaster,,,-0.07997,,,-0.125
nose,,,0.10108,,,0.05555555555555555
